game_id,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,athlete_id,athlete_uid,athlete_guid,athlete_firstName,athlete_lastName,athlete_displayName,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,adjQBR,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,kickReturns,kickReturnYards,yardsPerKickReturn,longKickReturn,kickReturnTouchdowns,puntReturns,puntReturnYards,yardsPerPuntReturn,longPuntReturn,puntReturnTouchdowns,fieldGoalsMade/fieldGoalAttempts,fieldGoalPct,longFieldGoalMade,extraPointsMade/extraPointAttempts,totalKickingPoints,punts,puntYards,grossAvgPuntYards,touchbacks,puntsInside20,longPunt,interceptionYards,interceptionTouchdowns
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,175017,s:20~l:23~a:175017,269810ab9f8c529537930a1d907e6638,Nick,Mertens,Nick Mertens,15/27,178,6.6,1,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,178560,s:20~l:23~a:178560,263005427952dafc2437e90891f03c69,Pat,Paschall,Pat Paschall,,,,,,,21,146,7.0,1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,485641,s:20~l:23~a:485641,cf1784f7769d5a7a6b37c88f4c2e5f57,Mike,Sigers,Mike Sigers,,,,,,,3,53,17.7,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,241458,s:20~l:23~a:241458,856d8d924314c0a1040e4ae65a09733b,D.J.,McNorton,D.J. McNorton,,,,,,,3,7,2.3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,175017,s:20~l:23~a:175017,269810ab9f8c529537930a1d907e6638,Nick,Mertens,Nick Mertens,,,,,,,11,4,0.4,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,241039,s:20~l:23~a:241039,235ee8d00bee3008cee61e1fd28f1726,Warren,Holloway,Warren Holloway,,,,,,,,,,,,4,68,17.0,0,19,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,242170,s:20~l:23~a:242170,273f278745d1976ba6fd1e086042732a,Matt,Veldman,Matt Veldman,,,,,,,,,,,,3,41,13.7,1,15,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,178560,s:20~l:23~a:178560,263005427952dafc2437e90891f03c69,Pat,Paschall,Pat Paschall,,,,,,,,,,,,2,32,16.0,0,36,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,187636,s:20~l:23~a:187636,4e0ce4cac0a7f880b24b76dd1f42e6e7,Drew,Hushka,Drew Hushka,,,,,,,,,,,,2,17,8.5,0,13,,,,,,,,,,,,,,,,,,,,,,,
292460066,2449,s:20~l:23~t:2449,north-dakota-state-bison,North Dakota State,Bison,NDSU,North Dakota State Bison,Bison,01402A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,174998,s:20~l:23~a:174998,3241b61cd3761f949651a1208a093c6b,Thor,Brown,Thor Brown,,,,,,,,,,,,2,11,5.5,0,7,,,,,,,,,,,,,,,,,,,,,,,
